dia_semana,br,km,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,latitude,longitude,delegacia,classificacao_acidente,postos_policiais_PRF
sábado,BR-262,365.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-19.9747,-44.3232,DEL01-MG,Risco Médio,Média
sábado,BR-101,34.0,Pleno dia,Crescente,Nublado,Simples,Interseção de vias,-21.49798,-41.34108,DEL08-RJ,Risco Médio,Alta
quinta-feira,BR-116,255.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-29.83523,-51.17484,DEL01-RS,Risco Médio,Alta
sexta-feira,BR-282,604.7,Plena Noite,Decrescente,Nevoeiro/Neblina,Simples,Não Informado,-26.79552,-53.19297,DEL07-SC,Risco Alto,Baixa
sábado,BR-116,166.0,Plena Noite,Crescente,Nublado,Múltipla,Reta,-22.8156,-43.30052,DEL01-RJ,Risco Médio,Alta
domingo,BR-232,516.7,Plena Noite,Crescente,Céu Claro,Simples,Reta,-8.07289,-39.16764,DEL05-PE,Risco Médio,Baixa
segunda-feira,BR-101,266.0,Plena Noite,Decrescente,Céu Claro,Múltipla,Interseção de vias,-20.1902,-40.26829,DEL02-ES,Risco Médio,Alta
sexta-feira,BR-262,5.0,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,-20.33707,-40.3865,DEL01-ES,Risco Médio,Média
quarta-feira,BR-470,56.2,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-26.87674,-49.12774,DEL04-SC,Risco Médio,Baixa
sábado,BR-459,31.8,Plena Noite,Crescente,Céu Claro,Simples,Reta,-22.73281,-45.09868,DEL08-SP,Risco Médio,Baixa
quinta-feira,BR-116,131.0,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-22.65608,-43.12511,DEL02-RJ,Risco Médio,Alta
sexta-feira,BR-153,109.4,Pleno dia,Decrescente,Nublado,Simples,Interseção de vias,-27.31108,-51.98559,DEL07-SC,Risco Médio,Alta
quarta-feira,BR-116,12.0,Anoitecer,Crescente,Céu Claro,Múltipla,Reta,-3.856765,-38.49634,DEL01-CE,Risco Médio,Alta
quarta-feira,BR-60,203.8,Pleno dia,Crescente,Céu Claro,Simples,Reta,-19.5796,-54.03523,DEL06-MS,Risco Médio,Média
sexta-feira,BR-230,94.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-6.490206,-43.7189,DEL03-PI,Risco Baixo,Baixa
terça-feira,BR-101,109.0,Pleno dia,Decrescente,Chuva,Dupla,Não Informado,-5.937378,-35.26483,DEL01-RN,Risco Baixo,Alta
quarta-feira,BR-110,47.5,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de vias,-5.203384,-37.32563,DEL04-RN,Risco Médio,Baixa
quarta-feira,BR-381,686.8,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Curva,-21.17741,-45.12334,DEL04-MG,Risco Baixo,Alta
domingo,BR-116,421.0,Plena Noite,Decrescente,Céu Claro,Simples,Interseção de vias,-18.9367,-41.94751,DEL06-MG,Risco Médio,Alta
sábado,BR-70,702.7,Amanhecer,Crescente,Céu Claro,Simples,Desvio Temporário,-16.24932,-57.46995,DEL03-MT,Risco Baixo,Baixa
domingo,BR-232,168.0,Plena Noite,Crescente,Chuva,Simples,Reta,-8.339864,-36.32534,DEL02-PE,Risco Alto,Baixa
sexta-feira,BR-235,349.5,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-9.449646,-40.48604,DEL06-PE,Risco Médio,Baixa
quarta-feira,BR-40,70.7,Pleno dia,Crescente,Nublado,Dupla,Não Informado,-22.46115,-43.22155,DEL06-RJ,Risco Baixo,Alta
sexta-feira,BR-381,75.0,Plena Noite,Decrescente,Chuva,Dupla,Curva,-23.3799,-46.5635,DEL03-SP,Risco Médio,Alta
quarta-feira,BR-467,83.5,Plena Noite,Crescente,Nublado,Dupla,Não Informado,-24.8125,-53.6653,DEL04-PR,Risco Médio,Baixa
segunda-feira,BR-470,51.0,Amanhecer,Decrescente,Nevoeiro/Neblina,Simples,Reta,-26.86234,-49.08404,DEL04-SC,Risco Médio,Baixa
quinta-feira,BR-153,44.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-18.7859,-49.0832,DEL15-MG,Risco Médio,Alta
quinta-feira,BR-405,131.0,Plena Noite,Crescente,Chuva,Simples,Curva,-5.964179,-38.1285,DEL04-RN,Risco Alto,Baixa
sábado,BR-101,70.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-8.07204,-34.9428,DEL01-PE,Risco Médio,Alta
terça-feira,BR-364,346.0,Pleno dia,Crescente,Céu Claro,Dupla,Desvio Temporário,-15.81194,-55.53981,DEL02-MT,Risco Médio,Alta
quinta-feira,BR-277,1.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-25.55484,-48.55762,DEL01-PR,Risco Médio,Média
sexta-feira,BR-163,539.0,Pleno dia,Crescente,Chuva,Simples,Não Informado,-14.39101,-56.11636,DEL01-MT,Risco Médio,Alta
quinta-feira,BR-116,187.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-10.27984,-39.0751,DEL07-BA,Risco Médio,Alta
domingo,BR-101,252.2,Pleno dia,Crescente,Sol,Dupla,Curva,-27.96063,-48.67935,DEL02-SC,Risco Médio,Alta
sexta-feira,BR-470,69.5,Plena Noite,Decrescente,Nublado,Simples,Interseção de vias,-26.88661,-49.25112,DEL04-SC,Risco Médio,Baixa
quarta-feira,BR-153,463.7,Pleno dia,Decrescente,Chuva,Simples,Reta,-26.1625,-51.2329,DEL02-PR,Risco Baixo,Alta
sábado,BR-364,345.0,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,-10.86881,-61.96018,DEL02-RO,Risco Médio,Alta
domingo,BR-280,125.9,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-26.23764,-49.48434,DEL06-SC,Risco Baixo,Baixa
domingo,BR-101,108.8,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-10.96341,-37.26196,DEL02-SE,Risco Alto,Alta
quinta-feira,BR-40,1.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-15.98531,-47.98762,DEL01-DF,Risco Médio,Alta
segunda-feira,BR-116,148.1,Anoitecer,Decrescente,Céu Claro,Dupla,Não Informado,-23.20051,-45.87915,DEL02-SP,Risco Médio,Alta
terça-feira,BR-116,513.8,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-19.66982,-42.11728,DEL06-MG,Risco Médio,Alta
quinta-feira,BR-316,160.0,Pleno dia,Crescente,Céu Claro,Simples,Interseção de vias,-9.447362,-36.60179,DEL03-AL,Risco Médio,Baixa
sábado,BR-470,66.2,Pleno dia,Crescente,Céu Claro,Simples,Rotatória,-26.87003,-49.22487,DEL04-SC,Risco Médio,Baixa
quarta-feira,BR-381,501.3,Pleno dia,Crescente,Nublado,Múltipla,Reta,-20.01123,-44.21961,DEL01-MG,Risco Médio,Alta
terça-feira,BR-116,4.0,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,-3.786721,-38.51146,DEL01-CE,Risco Médio,Alta
terça-feira,BR-116,16.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-3.887328,-38.50185,DEL01-CE,Risco Médio,Alta
sexta-feira,BR-316,35.7,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,-1.291462,-48.16456,DEL01-PA,Risco Baixo,Baixa
terça-feira,BR-101,324.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-22.87381,-43.12641,DEL02-RJ,Risco Médio,Alta
quarta-feira,BR-365,467.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-18.89897,-46.95153,DEL10-MG,Risco Médio,Média
sábado,BR-158,214.0,Plena Noite,Crescente,Céu Claro,Simples,Curva,-17.4336,-51.907,DEL05-GO,Risco Médio,Baixa
sábado,BR-381,934.0,Amanhecer,Decrescente,Garoa/Chuvisco,Dupla,Curva,-22.8083,-46.266,DEL16-MG,Risco Médio,Alta
sábado,BR-116,229.7,Plena Noite,Decrescente,Chuva,Dupla,Curva,-22.66724,-43.8533,DEL07-RJ,Risco Baixo,Alta
segunda-feira,BR-70,418.0,Plena Noite,Crescente,Chuva,Simples,Reta,-15.89123,-51.78659,DEL04-GO,Risco Médio,Baixa
sábado,BR-116,161.2,Amanhecer,Decrescente,Chuva,Simples,Reta,-23.27617,-45.97592,DEL02-SP,Risco Alto,Alta
terça-feira,BR-104,74.0,Pleno dia,Decrescente,Céu Claro,Simples,Retorno Regulamentado,-9.367794,-35.83375,DEL01-AL,Risco Médio,Baixa
sábado,BR-304,31.8,Plena Noite,Decrescente,Nublado,Simples,Reta,-5.132955,-37.34448,DEL04-RN,Risco Médio,Baixa
sábado,BR-116,224.0,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,-23.48277,-46.53603,DEL01-SP,Risco Médio,Alta
sábado,BR-470,174.0,Plena Noite,Decrescente,Ignorado,Simples,Curva,-28.90965,-51.54527,DEL06-RS,Risco Alto,Baixa
terça-feira,BR-116,167.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-22.80263,-43.35142,DEL01-RJ,Risco Médio,Alta
terça-feira,BR-60,361.8,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-17.63732,-50.78104,DEL04-GO,Risco Médio,Média
quinta-feira,BR-116,562.0,Plena Noite,Crescente,Chuva,Dupla,Curva,-25.0246,-48.5242,DEL05-SP,Risco Baixo,Alta
sábado,BR-235,49.6,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-10.71485,-37.42253,DEL01-SE,Risco Baixo,Baixa
sábado,BR-476,128.0,Plena Noite,Decrescente,Nublado,Múltipla,Curva,-25.43305,-49.23156,DEL01-PR,Risco Médio,Baixa
segunda-feira,BR-40,696.5,Pleno dia,Decrescente,Nublado,Simples,Reta,-21.18287,-43.75365,DEL05-MG,Risco Médio,Alta
segunda-feira,BR-293,40.4,Pleno dia,Decrescente,Sol,Simples,Reta,-31.74082,-52.73607,DEL07-RS,Risco Médio,Baixa
sexta-feira,BR-101,195.9,Pleno dia,Decrescente,Nublado,Dupla,Reta,-27.51042,-48.64346,DEL01-SC,Risco Médio,Alta
quarta-feira,BR-116,165.5,Pleno dia,Crescente,Céu Claro,Simples,Reta,-4.971928,-38.01098,DEL03-CE,Risco Médio,Alta
sexta-feira,BR-376,247.7,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-23.70135,-51.75909,DEL07-PR,Risco Médio,Baixa
sexta-feira,BR-316,111.1,Pleno dia,Crescente,Nublado,Simples,Não Informado,-1.316548,-47.51098,DEL01-PA,Risco Médio,Baixa
terça-feira,BR-153,549.0,Amanhecer,Decrescente,Nevoeiro/Neblina,Dupla,Não Informado,-17.1232,-49.21004,DEL01-GO,Risco Médio,Alta
quarta-feira,BR-101,61.0,Pleno dia,Crescente,Nublado,Dupla,Curva,-26.45474,-48.77699,DEL03-SC,Risco Médio,Alta
terça-feira,BR-277,83.0,Pleno dia,Decrescente,Chuva,Dupla,Não Informado,-25.56894,-49.18198,DEL01-PR,Risco Médio,Média
quinta-feira,BR-101,114.0,Anoitecer,Decrescente,Nublado,Múltipla,Reta,-26.86193,-48.72867,DEL04-SC,Risco Médio,Alta
segunda-feira,BR-116,164.0,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,-22.812,-43.33242,DEL01-RJ,Risco Médio,Alta
segunda-feira,BR-386,298.2,Pleno dia,Crescente,Céu Claro,Simples,Curva,-29.14923,-52.2361,DEL04-RS,Risco Médio,Média
quinta-feira,BR-493,67.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-22.6823,-43.45799,DEL01-RJ,Risco Médio,Baixa
quarta-feira,BR-282,231.8,Plena Noite,Decrescente,Céu Claro,Simples,Não Informado,-27.78543,-50.44369,DEL05-SC,Risco Médio,Baixa
sexta-feira,BR-101,206.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-27.592,-48.618,DEL01-SC,Risco Médio,Alta
quarta-feira,BR-163,611.4,Pleno dia,Decrescente,Céu Claro,Simples,Curva,-13.81151,-56.07354,DEL01-MT,Risco Médio,Alta
sábado,BR-376,504.8,Plena Noite,Crescente,Chuva,Dupla,Reta,-25.09547,-50.16237,DEL03-PR,Risco Baixo,Baixa
quinta-feira,BR-280,103.9,Plena Noite,Decrescente,Nevoeiro/Neblina,Simples,Curva,-26.36233,-49.35306,DEL06-SC,Risco Médio,Baixa
quinta-feira,BR-101,26.0,Pleno dia,Decrescente,Sol,Múltipla,Reta,-7.708262,-34.92812,DEL01-PE,Risco Médio,Alta
domingo,BR-101,285.5,Pleno dia,Crescente,Nublado,Dupla,Desvio Temporário,-20.25587,-40.3759,DEL01-ES,Risco Médio,Alta
quarta-feira,BR-316,97.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-9.387075,-37.14339,DEL03-AL,Risco Alto,Baixa
quarta-feira,BR-364,564.0,Amanhecer,Crescente,Nevoeiro/Neblina,Dupla,Retorno Regulamentado,-14.76954,-56.35491,DEL01-MT,Risco Baixo,Alta
domingo,BR-290,333.0,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,-30.36014,-53.51758,DEL09-RS,Risco Alto,Baixa
segunda-feira,BR-262,32.0,Anoitecer,Crescente,Céu Claro,Simples,Curva,-20.39485,-40.57193,DEL01-ES,Risco Médio,Média
sábado,BR-101,155.0,Amanhecer,Decrescente,Céu Claro,Dupla,Curva,-27.1719,-48.6115,DEL04-SC,Risco Baixo,Alta
segunda-feira,BR-101,244.0,Pleno dia,Decrescente,Céu Claro,Simples,Curva,-12.98496,-39.29116,DEL01-BA,Risco Médio,Alta
quinta-feira,BR-116,211.0,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,-22.70138,-43.75018,DEL01-RJ,Risco Médio,Alta
segunda-feira,BR-319,815.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-8.587875,-63.99427,DEL01-RO,Risco Médio,Baixa
sexta-feira,BR-101,133.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-27.0021,-48.6362,DEL04-SC,Risco Baixo,Alta
quinta-feira,BR-116,260.1,Plena Noite,Decrescente,Nublado,Múltipla,Reta,-29.87914,-51.18028,DEL01-RS,Risco Baixo,Alta
segunda-feira,BR-381,340.0,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,-19.84087,-43.09635,DEL03-MG,Risco Médio,Alta
sexta-feira,BR-101,292.3,Pleno dia,Crescente,Chuva,Dupla,Reta,-22.76038,-42.87856,DEL02-RJ,Risco Médio,Alta
domingo,BR-101,153.8,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-27.14472,-48.61064,DEL04-SC,Risco Médio,Alta
segunda-feira,BR-163,555.7,Pleno dia,Crescente,Nublado,Simples,Reta,-19.88314,-54.37451,DEL01-MS,Risco Médio,Alta
quinta-feira,BR-101,124.0,Pleno dia,Crescente,Nublado,Dupla,Reta,-26.9433,-48.692,DEL04-SC,Risco Médio,Alta
quinta-feira,BR-101,205.0,Plena Noite,Decrescente,Nublado,Dupla,Curva,-27.58313,-48.61533,DEL01-SC,Risco Médio,Alta
sexta-feira,BR-101,641.9,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-15.92337,-39.55919,DEL05-BA,Risco Médio,Alta
terça-feira,BR-365,614.3,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-18.91218,-48.21998,DEL15-MG,Risco Médio,Média
sexta-feira,BR-364,489.0,Pleno dia,Crescente,Chuva,Simples,Reta,-15.33351,-56.42234,DEL01-MT,Risco Baixo,Alta
segunda-feira,BR-324,612.5,Plena Noite,Crescente,Nublado,Dupla,Reta,-12.84665,-38.41742,DEL01-BA,Risco Médio,Baixa
domingo,BR-153,511.3,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,-16.8067,-49.2394,DEL01-GO,Risco Médio,Alta
sexta-feira,BR-70,541.6,Plena Noite,Crescente,Ignorado,Simples,Reta,-15.77543,-56.34599,DEL01-MT,Risco Médio,Baixa
terça-feira,BR-101,121.1,Pleno dia,Crescente,Chuva,Dupla,Não Informado,-7.45856,-34.98083,DEL01-PB,Risco Médio,Alta
segunda-feira,BR-381,933.5,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-22.79852,-46.25558,DEL16-MG,Risco Médio,Alta
terça-feira,BR-116,142.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-22.64876,-43.23032,DEL01-RJ,Risco Médio,Alta
domingo,BR-153,336.0,Pleno dia,Decrescente,Nublado,Simples,Reta,-25.5127,-50.65336,DEL03-PR,Risco Baixo,Alta
sábado,BR-369,174.4,Anoitecer,Crescente,Chuva,Simples,Interseção de vias,-23.32143,-51.38274,DEL07-PR,Risco Baixo,Baixa
sábado,BR-285,213.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-28.24639,-51.64683,DEL08-RS,Risco Médio,Baixa
domingo,BR-101,143.0,Anoitecer,Decrescente,Ignorado,Dupla,Reta,-8.4484,-35.3488,DEL01-PE,Risco Médio,Alta
quarta-feira,BR-262,5.0,Pleno dia,Decrescente,Sol,Dupla,Reta,-20.78195,-51.66673,DEL07-MS,Risco Médio,Média
terça-feira,BR-262,0.5,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-20.32547,-40.35482,DEL01-ES,Risco Médio,Média
sábado,BR-364,93.8,Amanhecer,Crescente,Céu Claro,Simples,Reta,-18.47534,-51.08112,DEL05-GO,Risco Alto,Alta
terça-feira,BR-101,389.0,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,-22.89078,-43.66685,DEL01-RJ,Risco Médio,Alta
terça-feira,BR-242,477.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-11.8087,-49.5351,DEL02-TO,Risco Médio,Baixa
sexta-feira,BR-116,272.5,Pleno dia,Crescente,Céu Claro,Simples,Reta,-23.62169,-46.81329,DEL04-SP,Risco Médio,Alta
domingo,BR-163,834.0,Plena Noite,Crescente,Céu Claro,Simples,Curva,-11.99586,-55.51709,DEL06-MT,Risco Médio,Alta
quinta-feira,BR-163,4.0,Plena Noite,Decrescente,Céu Claro,Simples,Não Informado,-26.25066,-53.63552,DEL02-PR,Risco Baixo,Alta
quarta-feira,BR-222,5.5,Anoitecer,Crescente,Céu Claro,Dupla,Não Informado,-3.743468,-38.61842,DEL01-CE,Risco Médio,Baixa
sábado,BR-101,26.1,Pleno dia,Crescente,Sol,Dupla,Reta,-7.7145,-34.9349,DEL01-PE,Risco Médio,Alta
domingo,BR-232,88.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-8.215178,-35.63781,DEL02-PE,Risco Médio,Baixa
terça-feira,BR-163,992.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-10.51736,-55.23125,DEL06-MT,Risco Médio,Alta
domingo,BR-116,207.0,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,-23.42112,-46.39003,DEL01-SP,Risco Médio,Alta
terça-feira,BR-452,143.5,Pleno dia,Decrescente,Sol,Simples,Não Informado,-18.07733,-50.13371,DEL03-GO,Risco Médio,Baixa
domingo,BR-101,195.1,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-27.50471,-48.65011,DEL01-SC,Risco Baixo,Alta
sexta-feira,BR-470,136.2,Pleno dia,Decrescente,Nublado,Simples,Reta,-27.19432,-49.62455,DEL04-SC,Risco Médio,Baixa
segunda-feira,BR-386,255.9,Pleno dia,Crescente,Sol,Simples,Não Informado,-28.86108,-52.44495,DEL04-RS,Risco Médio,Média
quinta-feira,BR-282,409.3,Pleno dia,Crescente,Nublado,Simples,Rotatória,-27.06996,-51.66252,DEL07-SC,Risco Médio,Baixa
sábado,BR-116,230.0,Pleno dia,Crescente,Sol,Múltipla,Reta,-23.52252,-46.58557,DEL01-SP,Risco Baixo,Alta
terça-feira,BR-262,751.2,Pleno dia,Crescente,Céu Claro,Simples,Reta,-19.20618,-57.64558,DEL03-MS,Risco Baixo,Média
quinta-feira,BR-101,202.9,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-22.47775,-42.15582,DEL02-RJ,Risco Médio,Alta
quinta-feira,BR-60,2.4,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-15.88738,-48.07799,DEL01-DF,Risco Médio,Média
sexta-feira,BR-163,566.9,Pleno dia,Decrescente,Nublado,Simples,Reta,-19.77158,-54.36193,DEL06-MS,Risco Médio,Alta
terça-feira,BR-40,529.0,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,-19.91636,-44.03967,DEL01-MG,Risco Baixo,Alta
terça-feira,BR-101,198.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-27.529,-48.634,DEL01-SC,Risco Baixo,Alta
quarta-feira,BR-376,4.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-23.51743,-51.68239,DEL07-PR,Risco Médio,Baixa
quinta-feira,BR-470,124.0,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Curva,-27.10654,-49.52211,DEL04-SC,Risco Médio,Baixa
domingo,BR-101,210.0,Anoitecer,Decrescente,Céu Claro,Múltipla,Reta,-27.6235,-48.6524,DEL01-SC,Risco Médio,Alta
terça-feira,BR-40,32.0,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-22.19935,-43.15764,DEL06-RJ,Risco Médio,Alta
quinta-feira,BR-364,339.0,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,-10.90782,-61.93017,DEL02-RO,Risco Médio,Alta
sexta-feira,BR-230,341.0,Plena Noite,Crescente,Nublado,Simples,Reta,-6.9946,-37.3159,DEL03-PB,Risco Alto,Baixa
quarta-feira,BR-40,511.0,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-19.7856,-44.1151,DEL01-MG,Risco Baixo,Alta
segunda-feira,BR-116,527.9,Anoitecer,Decrescente,Céu Claro,Dupla,Interseção de vias,-19.79065,-42.13703,DEL06-MG,Risco Médio,Alta
sexta-feira,BR-163,1043.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-10.14651,-54.92957,DEL06-MT,Risco Médio,Alta
segunda-feira,BR-277,113.0,Plena Noite,Decrescente,Céu Claro,Dupla,Retorno Regulamentado,-25.4297,-49.37851,DEL01-PR,Risco Baixo,Média
sábado,BR-470,218.6,Anoitecer,Crescente,Chuva,Simples,Curva,-29.17292,-51.52425,DEL06-RS,Risco Baixo,Baixa
quarta-feira,BR-116,153.2,Pleno dia,Decrescente,Chuva,Múltipla,Retorno Regulamentado,-29.18681,-51.17877,DEL05-RS,Risco Médio,Alta
terça-feira,BR-153,514.0,Pleno dia,Decrescente,Sol,Dupla,Curva,-16.8315,-49.2434,DEL01-GO,Risco Médio,Alta
segunda-feira,BR-116,326.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-30.3362,-51.4257,DEL02-RS,Risco Baixo,Alta
sexta-feira,BR-408,103.0,Pleno dia,Crescente,Chuva,Dupla,Desvio Temporário,-8.075159,-34.99238,DEL01-PE,Risco Baixo,Baixa
sexta-feira,BR-116,175.0,Amanhecer,Decrescente,Garoa/Chuvisco,Simples,Reta,-5.026223,-38.07226,DEL03-CE,Risco Médio,Alta
domingo,BR-174,487.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-13.6476,-59.79663,DEL04-MT,Risco Baixo,Baixa
quarta-feira,BR-381,454.5,Plena Noite,Decrescente,Céu Claro,Simples,Curva,-19.84132,-43.87321,DEL01-MG,Risco Médio,Alta
segunda-feira,BR-116,43.2,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Curva,-25.18101,-48.88196,DEL01-PR,Risco Médio,Alta
quinta-feira,BR-277,116.5,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-25.43343,-49.40593,DEL01-PR,Risco Baixo,Média
segunda-feira,BR-116,312.0,Pleno dia,Decrescente,Chuva,Dupla,Curva,-22.46069,-44.45263,DEL07-RJ,Risco Médio,Alta
terça-feira,BR-135,123.0,Pleno dia,Crescente,Sol,Simples,Reta,-11.74879,-44.9018,DEL10-BA,Risco Baixo,Baixa
quarta-feira,BR-20,13.9,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-15.63523,-47.74192,DEL02-DF,Risco Médio,Baixa
quinta-feira,BR-50,139.8,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-19.4679,-48.05603,DEL13-MG,Risco Médio,Média
sábado,BR-70,0.0,Pleno dia,Decrescente,Nublado,Dupla,Não Informado,-15.79235,-48.05451,DEL01-DF,Risco Médio,Baixa
sexta-feira,BR-116,6.0,Plena Noite,Decrescente,Nublado,Dupla,Reta,-3.802624,-38.504,DEL01-CE,Risco Médio,Alta
terça-feira,BR-381,2.3,Anoitecer,Decrescente,Céu Claro,Simples,Reta,-19.98104,-44.16177,DEL01-MG,Risco Alto,Alta
sexta-feira,BR-116,35.0,Pleno dia,Decrescente,Nublado,Simples,Reta,-26.33589,-50.0052,DEL06-SC,Risco Médio,Alta
quinta-feira,BR-20,175.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-12.0,-45.0,DEL10-BA,Risco Alto,Baixa
sexta-feira,BR-116,270.7,Plena Noite,Crescente,Nublado,Dupla,Reta,-23.618,-46.79678,DEL04-SP,Risco Médio,Alta
quarta-feira,BR-116,92.0,Pleno dia,Crescente,Nublado,Dupla,Reta,-25.47691,-49.09767,DEL01-PR,Risco Médio,Alta
sexta-feira,BR-101,47.0,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,-7.890606,-34.90345,DEL01-PE,Risco Médio,Alta
sexta-feira,BR-116,269.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-29.95943,-51.17609,DEL01-RS,Risco Médio,Alta
sexta-feira,BR-116,10.2,Pleno dia,Decrescente,Céu Claro,Dupla,Desvio Temporário,-25.37206,-49.13536,DEL01-PR,Risco Médio,Alta
sábado,BR-153,109.1,Pleno dia,Crescente,Sol,Simples,Reta,-21.07923,-49.67011,DEL09-SP,Risco Médio,Alta
terça-feira,BR-116,276.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-23.64262,-46.83811,DEL04-SP,Risco Médio,Alta
quarta-feira,BR-470,27.3,Pleno dia,Crescente,Céu Claro,Simples,Reta,-26.89218,-48.88765,DEL04-SC,Risco Médio,Baixa
sábado,BR-386,139.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-27.99198,-52.89563,DEL08-RS,Risco Baixo,Média
segunda-feira,BR-493,51.0,Anoitecer,Crescente,Chuva,Dupla,Reta,-22.67209,-43.28505,DEL01-RJ,Risco Médio,Baixa
domingo,BR-116,296.4,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-23.77548,-46.91442,DEL04-SP,Risco Baixo,Alta
domingo,BR-116,262.3,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-29.89614,-51.17637,DEL01-RS,Risco Médio,Alta
quarta-feira,BR-40,270.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-18.17756,-45.27818,DEL14-MG,Risco Alto,Alta
segunda-feira,BR-230,65.9,Anoitecer,Crescente,Nublado,Dupla,Curva,-7.204814,-35.15479,DEL01-PB,Risco Baixo,Baixa
domingo,BR-230,110.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-5.373427,-49.03127,DEL03-PA,Risco Médio,Baixa
segunda-feira,BR-116,182.0,Pleno dia,Decrescente,Garoa/Chuvisco,Múltipla,Desvio Temporário,-23.32184,-46.11235,DEL02-SP,Risco Baixo,Alta
segunda-feira,BR-116,70.8,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-22.84853,-45.22705,DEL08-SP,Risco Alto,Alta
terça-feira,BR-101,297.9,Pleno dia,Crescente,Chuva,Dupla,Reta,-20.35165,-40.41366,DEL01-ES,Risco Médio,Alta
